mu,std_y,rms_y,rms_dy,rms_ddy,energy_y,signal_power,peak_to_peak,crest_factor,zero_crossings,entropy_y,skewness_y,kurtosis_y,mean_abs_y,shape_factor,regime
0.0,0.999999999999999,0.994987437106619,0.0690136660044767,0.02783684318199,98.9999999999997,0.989999999999997,2.80166447942637,1.40847258193604,27,6.19960967215765,0.0041992374861275,1.49894184551262,0.89544996084153,1.11115917205641,Harmonic
2.0,1.0,0.99498743710662,0.360950277456086,0.219322674925695,98.9999999999999,0.989999999999999,2.68431125241282,1.35702833249149,12,6.25379884601251,-0.0375536474909314,1.41626578467073,0.904727183542343,1.09976516148313,Strong_Nonlinear
0.0,0.999999999999998,0.994987437106618,0.0682323704555157,0.0274862858222713,98.9999999999997,0.989999999999997,2.80650917491967,1.41115886274972,27,6.20020490182409,0.0010219649864364,1.49914840804856,0.895326251639697,1.11131270336863,Harmonic
12.0,1.0,0.99498743710662,0.726583652167,1.69215087464392,98.9999999999999,0.989999999999999,2.45278642246343,1.38677359531148,4,6.36240068895624,-0.295994044076234,1.3207923024894,0.932653750302282,1.06683475704047,Relaxation
1e-09,0.999999999999998,0.994987437106618,0.0548106032190709,0.0219141564787554,98.9999999999996,0.989999999999996,2.81679514972838,1.43932199589986,29,6.19422675176243,0.0345007236214082,1.51015823363928,0.894859373121881,1.11189251293801,Harmonic
1e-10,0.999999999999998,0.994987437106618,0.0506248594508323,0.020260954667036,98.9999999999996,0.989999999999996,2.81324132742233,1.42862803298595,29,6.19124512311464,-0.0280212410445792,1.51103002988814,0.893426627499462,1.11367560186941,Harmonic
0.1,1.0,0.99498743710662,0.350007130943148,0.144158580130912,98.9999999999999,0.989999999999999,2.77380689849168,1.40317501988185,27,6.2169831085077,-0.0042673802150772,1.48249870557092,0.901694617364383,1.10346387562446,Weak_Nonlinear
0.01,1.0,0.99498743710662,0.351396208479269,0.141274379432421,98.9999999999999,0.989999999999999,2.80666488872306,1.41107034631042,27,6.19089797232293,-0.0007320934757469,1.50928266569554,0.893028461143684,1.11417214612887,Weak_Nonlinear
3.0,1.0,0.99498743710662,0.388492687329753,0.303571889967688,98.9999999999999,0.989999999999999,2.58410216588197,1.30617261195028,10,6.29419194337771,0.0217489562567434,1.3590804776147,0.90866890410849,1.0949944832577,Strong_Nonlinear
15.0,1.0,0.99498743710662,0.695927551508102,2.09054588760607,99.0,0.99,2.48124278244985,1.4061648430494,3,6.38995968148065,0.323175277479642,1.30221927228656,0.941106490175068,1.05725276309754,Relaxation
12.0,1.0,0.99498743710662,0.671230003829716,1.63879936361032,98.9999999999999,0.989999999999999,2.40331833099733,1.30978787273785,4,6.41614710205514,-0.20702223120295,1.24832597948696,0.945057838466054,1.0528323205293,Relaxation
3.0,1.0,0.99498743710662,0.388492687098172,0.303571889713971,98.9999999999999,0.989999999999999,2.58410216569193,1.30617261264266,10,6.29419194311128,0.021748957594701,1.35908047772399,0.908668903823377,1.09499448360128,Strong_Nonlinear
0.0,0.999999999999998,0.994987437106618,0.0612627040837013,0.0247910464813741,98.9999999999997,0.989999999999997,2.79817132934379,1.42884696057165,28,6.19465842502186,-0.0285416552810675,1.50222294331892,0.893694509234388,1.11334178158821,Harmonic
2.0,1.0,0.99498743710662,0.365310637277861,0.224067150727678,99.0,0.99,2.66071982149652,1.35650896505263,12,6.26072793082728,0.0360348403665737,1.40743496331053,0.905304988696895,1.09906324335936,Strong_Nonlinear
